repo_name,repo_link,star_count,domain,build_type,automation_level,environment_specificity,dependency_transparency,tooling_complexity,reproducibility_support
nbedos/termtosvg,https://github.com/nbedos/termtosvg,9754,utilities,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
simular-ai/Agent-S,https://github.com/simular-ai/Agent-S,9729,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
lihengming/spring-boot-api-project-seed,https://github.com/lihengming/spring-boot-api-project-seed,9713,web-development,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
moby/buildkit,https://github.com/moby/buildkit,9751,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
espnet/espnet,https://github.com/espnet/espnet,9728,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
schlagmichdoch/PairDrop,https://github.com/schlagmichdoch/PairDrop,9741,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
Acly/krita-ai-diffusion,https://github.com/Acly/krita-ai-diffusion,9738,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
linebender/druid,https://github.com/linebender/druid,9717,systems-programming,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ImageOptim/ImageOptim,https://github.com/ImageOptim/ImageOptim,9728,utilities,make,semi_automated,specific_os,implicit,multi_layer_toolchains,no_ci_manual_only
facebookresearch/demucs,https://github.com/facebookresearch/demucs,9736,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
jiaaro/pydub,https://github.com/jiaaro/pydub,9727,utilities,setuptools,manual,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
labs42io/clean-code-typescript,https://github.com/labs42io/clean-code-typescript,9710,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
quasar/Quasar,https://github.com/quasar/Quasar,9717,security,msbuild,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
AlloyTeam/Mars,https://github.com/AlloyTeam/Mars,9708,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
DouyinFE/semi-design,https://github.com/DouyinFE/semi-design,9718,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
johnkerl/miller,https://github.com/johnkerl/miller,9729,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
justcallmekoko/ESP32Marauder,https://github.com/justcallmekoko/ESP32Marauder,9842,error,error,error,error,error,error,error
deepseek-ai/3FS,https://github.com/deepseek-ai/3FS,9711,systems-programming,cmake,semi_automated,custom_hardware_or_drivers,implicit,multi_layer_toolchains,repro_ready
uiverse-io/galaxy,https://github.com/uiverse-io/galaxy,9708,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
IDEA-Research/GroundingDINO,https://github.com/IDEA-Research/GroundingDINO,9714,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_loose,single_layer_tool,no_ci_manual_only
yzhao062/pyod,https://github.com/yzhao062/pyod,9710,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
newlinedotco/FlappySwift,https://github.com/newlinedotco/FlappySwift,9704,game-development,none,manual,specific_os,implicit,single_layer_tool,no_ci_manual_only
apidoc/apidoc,https://github.com/apidoc/apidoc,9698,documentation,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
pkgxdev/pkgx,https://github.com/pkgxdev/pkgx,9693,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
sigoden/dufs,https://github.com/sigoden/dufs,9692,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
webdriverio/webdriverio,https://github.com/webdriverio/webdriverio,9718,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
advimman/lama,https://github.com/advimman/lama,9695,machine-learning,pip,semi_automated,specific_stack_versions,explicit_loose,single_layer_tool,no_ci_manual_only
gitkraken/vscode-gitlens,https://github.com/gitkraken/vscode-gitlens,9711,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
jsvine/pdfplumber,https://github.com/jsvine/pdfplumber,9698,utilities,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
s3fs-fuse/s3fs-fuse,https://github.com/s3fs-fuse/s3fs-fuse,9687,systems-programming,make,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
lukeed/clsx,https://github.com/lukeed/clsx,9676,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
YoKeyword/Fragmentation,https://github.com/YoKeyword/Fragmentation,9709,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
coryhouse/react-slingshot,https://github.com/coryhouse/react-slingshot,9676,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
openvinotoolkit/openvino,https://github.com/openvinotoolkit/openvino,9685,machine-learning,cmake,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
upgundecha/howtheysre,https://github.com/upgundecha/howtheysre,9675,documentation,none,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
boto/boto3,https://github.com/boto/boto3,9682,utilities,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
stenzek/duckstation,https://github.com/stenzek/duckstation,9690,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
doctrine/dbal,https://github.com/doctrine/dbal,9692,web-development,composer,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
microsoft/Windows-universal-samples,https://github.com/microsoft/Windows-universal-samples,9696,education,none,manual,specific_os,explicit_machine_readable,single_layer_tool,no_ci_manual_only
stakater/Reloader,https://github.com/stakater/Reloader,9674,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
perwendel/spark,https://github.com/perwendel/spark,9669,web-development,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
kevinzhow/PNChart,https://github.com/kevinzhow/PNChart,9670,mobile-development,cocoapods,semi_automated,specific_os,implicit,multi_layer_toolchains,repro_ready
egametang/ET,https://github.com/egametang/ET,9673,game-development,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
QuentinFuxa/WhisperLiveKit,https://github.com/QuentinFuxa/WhisperLiveKit,9685,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,mixed_languages_and_bindings,no_ci_manual_only
instantdb/instant,https://github.com/instantdb/instant,9684,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
vuejs-templates/webpack,https://github.com/vuejs-templates/webpack,9667,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
spinnaker/spinnaker,https://github.com/spinnaker/spinnaker,9686,devops,gradle,manual,cross_platform_generic,implicit,multi_layer_toolchains,no_ci_manual_only
MacDownApp/macdown,https://github.com/MacDownApp/macdown,9675,utilities,none,semi_automated,specific_os,explicit_machine_readable,multi_layer_toolchains,repro_ready
paramiko/paramiko,https://github.com/paramiko/paramiko,9669,security,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
open-mmlab/Amphion,https://github.com/open-mmlab/Amphion,9687,machine-learning,pip,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
FasterXML/jackson,https://github.com/FasterXML/jackson,9665,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
git-bug/git-bug,https://github.com/git-bug/git-bug,9668,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
johnthagen/min-sized-rust,https://github.com/johnthagen/min-sized-rust,9657,documentation,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
activeadmin/activeadmin,https://github.com/activeadmin/activeadmin,9671,web-development,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
aalhour/awesome-compilers,https://github.com/aalhour/awesome-compilers,9648,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
blueedgetechno/win11React,https://github.com/blueedgetechno/win11React,9654,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
drivendataorg/cookiecutter-data-science,https://github.com/drivendataorg/cookiecutter-data-science,9665,data-science,pip,fully_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
react-native-camera/react-native-camera,https://github.com/react-native-camera/react-native-camera,9654,mobile-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
mshumer/gpt-prompt-engineer,https://github.com/mshumer/gpt-prompt-engineer,9637,education,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
studyzy/imewlconverter,https://github.com/studyzy/imewlconverter,9669,utilities,dotnet,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
vuejs/petite-vue,https://github.com/vuejs/petite-vue,9657,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
koral--/android-gif-drawable,https://github.com/koral--/android-gif-drawable,9656,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
xuebinqin/U-2-Net,https://github.com/xuebinqin/U-2-Net,9642,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
jquery-archive/jquery-mobile,https://github.com/jquery-archive/jquery-mobile,9642,web-development,grunt,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
ArthurSonzogni/FTXUI,https://github.com/ArthurSonzogni/FTXUI,9640,utilities,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
toutiaoio/awesome-architecture,https://github.com/toutiaoio/awesome-architecture,9633,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
Ranchero-Software/NetNewsWire,https://github.com/Ranchero-Software/NetNewsWire,9639,mobile-development,swiftpm,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
microsoft/magentic-ui,https://github.com/microsoft/magentic-ui,9638,web-development,pip,semi_automated,cross_platform_generic,explicit_loose,mixed_languages_and_bindings,no_ci_manual_only
ksoichiro/Android-ObservableScrollView,https://github.com/ksoichiro/Android-ObservableScrollView,9627,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
agenda/agenda,https://github.com/agenda/agenda,9627,utilities,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
jadore801120/attention-is-all-you-need-pytorch,https://github.com/jadore801120/attention-is-all-you-need-pytorch,9626,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
jason5ng32/MyIP,https://github.com/jason5ng32/MyIP,9763,error,error,error,error,error,error,error
jrouwe/JoltPhysics,https://github.com/jrouwe/JoltPhysics,9623,game-development,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
FluentValidation/FluentValidation,https://github.com/FluentValidation/FluentValidation,9629,utilities,dotnet,fully_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
geerlingguy/ansible-for-devops,https://github.com/geerlingguy/ansible-for-devops,9622,devops,none,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
microsoft/fast,https://github.com/microsoft/fast,9618,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
BartoszJarocki/cv,https://github.com/BartoszJarocki/cv,9620,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
openebs/openebs,https://github.com/openebs/openebs,9616,systems-programming,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
VGraupera/1on1-questions,https://github.com/VGraupera/1on1-questions,9618,documentation,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
facebookincubator/SocketRocket,https://github.com/facebookincubator/SocketRocket,9632,mobile-development,cocoapods,semi_automated,specific_os,implicit,multi_layer_toolchains,repro_ready
niedev/RTranslator,https://github.com/niedev/RTranslator,9619,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,no_ci_manual_only
coursera-dl/coursera-dl,https://github.com/coursera-dl/coursera-dl,9621,education,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
cloudwego/eino,https://github.com/cloudwego/eino,9610,machine-learning,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
JakeWharton/RxBinding,https://github.com/JakeWharton/RxBinding,9615,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
bilibili/DanmakuFlameMaster,https://github.com/bilibili/DanmakuFlameMaster,9612,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
tflearn/tflearn,https://github.com/tflearn/tflearn,9609,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
KittenML/KittenTTS,https://github.com/KittenML/KittenTTS,9608,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
iSoron/uhabits,https://github.com/iSoron/uhabits,9604,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,no_ci_manual_only
jprichardson/node-fs-extra,https://github.com/jprichardson/node-fs-extra,9617,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
lutris/lutris,https://github.com/lutris/lutris,9611,utilities,setuptools,semi_automated,specific_os,explicit_loose,single_layer_tool,repro_ready
pycaret/pycaret,https://github.com/pycaret/pycaret,9698,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
agentskills/agentskills,https://github.com/agentskills/agentskills,9613,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
odin-lang/Odin,https://github.com/odin-lang/Odin,9731,error,error,error,error,error,error,error
DataV-Team/DataV,https://github.com/DataV-Team/DataV,9599,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
mac-cain13/R.swift,https://github.com/mac-cain13/R.swift,9602,mobile-development,swiftpm,semi_automated,specific_os,explicit_loose,single_layer_tool,repro_ready
ruanyf/webpack-demos,https://github.com/ruanyf/webpack-demos,9598,education,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
open-mmlab/mmsegmentation,https://github.com/open-mmlab/mmsegmentation,9610,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
gzc/CLRS,https://github.com/gzc/CLRS,9598,education,none,manual,cross_platform_generic,implicit,mixed_languages_and_bindings,no_ci_manual_only
sindresorhus/ora,https://github.com/sindresorhus/ora,9603,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
taojy123/KeymouseGo,https://github.com/taojy123/KeymouseGo,9602,utilities,pip,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready
docker/docker-bench-security,https://github.com/docker/docker-bench-security,9596,security,none,fully_automated,specific_os,implicit,single_layer_tool,repro_ready
kepano/obsidian-skills,https://github.com/kepano/obsidian-skills,9603,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
utterance/utterances,https://github.com/utterance/utterances,9593,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
kyutai-labs/moshi,https://github.com/kyutai-labs/moshi,9594,machine-learning,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
apache/cassandra,https://github.com/apache/cassandra,9618,systems-programming,ant,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
tstack/lnav,https://github.com/tstack/lnav,9594,utilities,make,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
google/re2,https://github.com/google/re2,9596,systems-programming,bazel,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
bchavez/Bogus,https://github.com/bchavez/Bogus,9597,utilities,dotnet,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
shmilylty/OneForAll,https://github.com/shmilylty/OneForAll,9597,security,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
aikorea/awesome-rl,https://github.com/aikorea/awesome-rl,9576,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
erikras/ducks-modular-redux,https://github.com/erikras/ducks-modular-redux,9580,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
floooh/sokol,https://github.com/floooh/sokol,9584,systems-programming,none,semi_automated,cross_platform_generic,implicit,mixed_languages_and_bindings,repro_ready
polaris1119/The-Golang-Standard-Library-by-Example,https://github.com/polaris1119/The-Golang-Standard-Library-by-Example,9585,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
aws-amplify/amplify-js,https://github.com/aws-amplify/amplify-js,9591,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
evolus/pencil,https://github.com/evolus/pencil,9551,utilities,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
facebookresearch/dinov3,https://github.com/facebookresearch/dinov3,9564,machine-learning,pip,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
akaunting/akaunting,https://github.com/akaunting/akaunting,9572,web-development,composer,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
MyCATApache/Mycat-Server,https://github.com/MyCATApache/Mycat-Server,9558,systems-programming,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
baptisteArno/typebot.io,https://github.com/baptisteArno/typebot.io,9682,error,error,error,error,error,error,error
pmndrs/use-gesture,https://github.com/pmndrs/use-gesture,9578,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
buefy/buefy,https://github.com/buefy/buefy,9554,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
tidwall/tile38,https://github.com/tidwall/tile38,9576,systems-programming,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
roboticcam/machine-learning-notes,https://github.com/roboticcam/machine-learning-notes,9577,education,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
LMMS/lmms,https://github.com/LMMS/lmms,9572,utilities,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
frappe/frappe,https://github.com/frappe/frappe,9669,web-development,pip,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
wangshub/Douyin-Bot,https://github.com/wangshub/Douyin-Bot,9575,utilities,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
ripperhe/Bob,https://github.com/ripperhe/Bob,9542,documentation,none,manual,specific_os,implicit,single_layer_tool,no_ci_manual_only
felixse/FluentTerminal,https://github.com/felixse/FluentTerminal,9574,utilities,msbuild,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
projectdiscovery/httpx,https://github.com/projectdiscovery/httpx,9541,security,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
liaohuqiu/android-Ultra-Pull-To-Refresh,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh,9542,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ValveSoftware/source-sdk-2013,https://github.com/ValveSoftware/source-sdk-2013,9573,game-development,msbuild,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,no_ci_manual_only
bottlerocket-os/bottlerocket,https://github.com/bottlerocket-os/bottlerocket,9529,systems-programming,cargo,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
react-page/react-page,https://github.com/react-page/react-page,9564,web-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
KaringX/karing,https://github.com/KaringX/karing,9587,utilities,flutter,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
BloopAI/bloop,https://github.com/BloopAI/bloop,9519,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
JingMatrix/LSPosed,https://github.com/JingMatrix/LSPosed,9541,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,multi_layer_toolchains,repro_ready
thoughtbot/guides,https://github.com/thoughtbot/guides,9520,documentation,none,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
SwiftGen/SwiftGen,https://github.com/SwiftGen/SwiftGen,9526,utilities,swiftpm,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
bytedance/UI-TARS,https://github.com/bytedance/UI-TARS,9522,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
rocky-linux/rocky,https://github.com/rocky-linux/rocky,9515,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
BlinkDL/ChatRWKV,https://github.com/BlinkDL/ChatRWKV,9517,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_machine_readable,single_layer_tool,no_ci_manual_only
gabrielbull/react-desktop,https://github.com/gabrielbull/react-desktop,9509,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
xlite-dev/LeetCUDA,https://github.com/xlite-dev/LeetCUDA,9645,education,none,manual,custom_hardware_or_drivers,implicit,mixed_languages_and_bindings,no_ci_manual_only
olistic/warriorjs,https://github.com/olistic/warriorjs,9507,game-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
different-ai/openwork,https://github.com/different-ai/openwork,9509,utilities,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
is-a-dev/register,https://github.com/is-a-dev/register,9524,devops,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
seven332/EhViewer,https://github.com/seven332/EhViewer,9504,mobile-development,gradle,fully_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
sloria/TextBlob,https://github.com/sloria/TextBlob,9507,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
macfuse/macfuse,https://github.com/macfuse/macfuse,9503,systems-programming,none,semi_automated,specific_os,implicit,single_layer_tool,no_ci_manual_only
ThreeDotsLabs/watermill,https://github.com/ThreeDotsLabs/watermill,9515,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
mobz/elasticsearch-head,https://github.com/mobz/elasticsearch-head,9502,web-development,npm,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
seemoo-lab/opendrop,https://github.com/seemoo-lab/opendrop,9516,utilities,setuptools,semi_automated,specific_os,explicit_loose,single_layer_tool,repro_ready
lostindark/DriverStoreExplorer,https://github.com/lostindark/DriverStoreExplorer,9505,utilities,dotnet,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
WebKit/WebKit,https://github.com/WebKit/WebKit,9596,error,error,error,error,error,error,error
modelscope/facechain,https://github.com/modelscope/facechain,9502,machine-learning,pip,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
npm/cli,https://github.com/npm/cli,9512,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
peachananr/onepage-scroll,https://github.com/peachananr/onepage-scroll,9490,web-development,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
sktime/sktime,https://github.com/sktime/sktime,9495,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
eduardolundgren/tracking.js,https://github.com/eduardolundgren/tracking.js,9492,machine-learning,npm,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready
crossoverJie/cim,https://github.com/crossoverJie/cim,9492,web-development,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
huggingface/accelerate,https://github.com/huggingface/accelerate,9490,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
mbasso/awesome-wasm,https://github.com/mbasso/awesome-wasm,9480,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
umano/AndroidSlidingUpPanel,https://github.com/umano/AndroidSlidingUpPanel,9487,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,no_ci_manual_only
erincatto/box2d,https://github.com/erincatto/box2d,9490,game-development,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
joelgrus/data-science-from-scratch,https://github.com/joelgrus/data-science-from-scratch,9481,data-science,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
owasp-modsecurity/ModSecurity,https://github.com/owasp-modsecurity/ModSecurity,9495,security,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
rubickCenter/rubick,https://github.com/rubickCenter/rubick,9499,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
scrapinghub/portia,https://github.com/scrapinghub/portia,9491,web-development,setuptools,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff,9490,utilities,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
rapidsai/cudf,https://github.com/rapidsai/cudf,9483,data-science,cmake,semi_automated,custom_hardware_or_drivers,explicit_machine_readable,multi_layer_toolchains,repro_ready
awesome-lists/awesome-bash,https://github.com/awesome-lists/awesome-bash,9489,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
swiftmailer/swiftmailer,https://github.com/swiftmailer/swiftmailer,9479,web-development,composer,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
nlpxucan/WizardLM,https://github.com/nlpxucan/WizardLM,9476,machine-learning,pip,semi_automated,specific_hardware_or_drivers,explicit_machine_readable,single_layer_tool,no_ci_manual_only
pymc-devs/pymc,https://github.com/pymc-devs/pymc,9480,scientific-computing,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
WongKinYiu/yolov9,https://github.com/WongKinYiu/yolov9,9473,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
aws/serverless-application-model,https://github.com/aws/serverless-application-model,9550,devops,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
brexhq/prompt-engineering,https://github.com/brexhq/prompt-engineering,9452,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
Automattic/kue,https://github.com/Automattic/kue,9461,utilities,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
